,alternative,true,pred
0,ICV_MINI,0.1741848285183308,0.06375671864029167
1,ICV_LIL,0.14766007771583037,0.09338224476648645
2,ICV_MEL,0.09241425916539957,0.15375949939529912
3,ICV_STOR,0.08886636256124346,0.06629109005124643
4,ICV_PREM,0.07062003716844062,0.037679479389406786
5,ICV_LUK,0.06977529988173678,0.007997604089343947
6,BEV_MINI,0.06859266768035141,0.053012337417465465
7,BEV_LIL,0.06707214056428451,0.0656192231105829
8,BEV_MEL,0.05271160669031931,0.17389830672669482
9,BEV_STOR,0.03395843892549417,0.09177495706011371
10,BEV_PREM,0.03294475418144957,0.027393375734103578
11,BEV_LUK,0.02939685757729346,0.005761531318383563
12,PHEV_MINI,0.02939685757729346,0.023612669490208286
13,PHEV_LIL,0.02094948471025511,0.02638168583995378
14,PHEV_MEL,0.007602635580334516,0.07325474813100581
15,PHEV_STOR,0.006588950836289914,0.027935342766349295
16,PHEV_PREM,0.0059131610069268455,0.006244614187877176
17,PHEV_LUK,0.0013515796587261362,0.0022445718851853255
